title;;;authors;;;date;;;source;;;abstract;;;link;;;category
Design of Ship Engine Speed System Based on RBF Neural Network PID Control;;;['Qing Wang', 'Zongquan Jiang', 'Yuanchang He', 'Lili Zhou', 'Li Geng'];;;October 2021;;;EITCE '21: Proceedings of the 2021 5th International Conference on Electronic Information Technology and Computer Engineering;;;The speed control of ship sailing on the water surface has become one of the important research contents of ship sailing stability. The traditional PID control model is not suitable for the stable navigation of ships, and there are some shortcomings such as too long adjustment time, too much overshoot and long rise time of the control system. In order to improve the control precision of ship engine speed system, design of Ship Engine Speed System Based on RBF Neural Network PID Control is proposed. The RBF neural network model is used to obtain a certain adaptive ability, and the gradient descent algorithm is used to obtain the optimal control parameters of the ship engine speed, so that the PID control effect reaches the optimal. The experimental simulation results show that compared with the traditional PID control, the RBF neural network PID control system overshoot is very small, the adjustment time and rise time is relatively short, and the control effect is very well.;;;https://dl.acm.org/doi/10.1145/3501409.3501442;;;Systems AND Control
Prespecified-Time Control of Complex Networks Coupled with Nonlinear Dynamical Systems;;;['Juan Chen', 'Xinru Li', 'Ganbin Shen'];;;October 2021;;;CSAE '21: Proceedings of the 5th International Conference on Computer Science and Application Engineering;;;The control of complex networks is a hot-spot topic in the field of complex networks. Based on Lyapunov function and matrix theory, a control scheme for complex networks coupled with nonlinear dynamical systems is presented here. Different from the existing finite-time control strategies, the settling time of our proposed scheme does not depend on initial values or the control parameters of the system, and can be given arbitrarily. In addition, the scheme is applicable to both directed and undirected networks, and connectivity is not required. Finally, two simulations are provided to confirm the feasibility of our theoretical result.;;;https://dl.acm.org/doi/10.1145/3487075.3487113;;;Systems AND Control
Symbolic reach-avoid control of multi-agent systems;;;['Rupak Majumdar', 'Kaushik Mallik', 'Mahmoud Salamati', 'Sadegh Soudjani', 'Mehrdad Zareian'];;;May 2021;;;ICCPS '21: Proceedings of the ACM/IEEE 12th International Conference on Cyber-Physical Systems;;;We consider the decentralized controller synthesis problem for multi-agent systems with global reach-avoid specifications. Each agent is modeled as a nonlinear dynamical system with disturbances. The objective is to synthesize local feedback controllers that guarantee that the overall multi-agent system meets the global specification despite the influence of disturbances. On the one hand, existing techniques based on planning or trajectory optimization usually ignore the effects of disturbances and produce open-loop nominal trajectories that are not generally sufficient in the presence of disturbances. On the other hand, techniques based on formal synthesis, which guarantee satisfaction of temporal specifications, do not scale as the number of agents increases. We address these limitations by proposing a two-level solution approach that combines fast global nominal trajectory generation and local application of formal synthesis. At the top level, we ignore the effect of disturbances and obtain a joint open-loop plan for the system using a fast trajectory optimizer. At the lower level, we use abstraction-based controller design to synthesize a set of decentralized feedback controllers that track the high level plan against worst-case disturbances, thus ensuring satisfaction of the global specification. We provide the implementation of our approach in an open-source tool called GAMARA. We demonstrate the effectiveness of GAMARA on several multi-robot examples using two particular classes of control specifications. In the first type, we assume that the robots need to fulfill their own reach-avoid tasks while avoiding collision with each other. In the second type, we require the robots to fulfill reach-avoid tasks while maintaining certain formation constraints. The experiments show that GAMARA produces formally guaranteed feedback controllers while scaling to many robots. In contrast, nominal open-loop controllers do not guarantee the satisfaction of the specification, and global formal approaches run out of memory before synthesizing a controller.;;;https://dl.acm.org/doi/10.1145/3450267.3450548;;;Systems AND Control
You Make Me Tremble: A First Look at Attacks Against Structural Control Systems;;;['Abel Zambrano', 'Alejandro Palacio Betancur', 'Luis Burbano', 'Andres Felipe Niño', 'Luis Felipe Giraldo', 'Mariantonieta Gutierrez Soto', 'Jairo Giraldo', 'Alvaro A. Cardenas'];;;November 2021;;;CCS '21: Proceedings of the 2021 ACM SIGSAC Conference on Computer and Communications Security;;;This paper takes a first look at the potential consequences of cyberattacks against structural control systems. We design algorithms and implement them in a testbed and on well-known benchmark models for buildings and bridges. Our results show that attacks to structures equipped with semi-active and active vibration control systems can let the attacker oscillate the building or bridge at the resonance frequency, effectively generating threats to the structure and the people using it. We also implement and test the effectiveness of attack-detection systems.;;;https://dl.acm.org/doi/10.1145/3460120.3485386;;;Systems AND Control
Adaptive Tracking Control for Uncertain Cancer-Tumor-Immune Systems;;;['Hongmei Jiao', 'Qikun Shen', 'Yan Shi', 'Peng Shi'];;;None;;;IEEE/ACM Transactions on Computational Biology and Bioinformatics;;;In this paper, the problem of control is investigated for cancer-tumor-immune systems, based on a two-dimension uncertain nonlinear model describing the interaction between immune and cancer cells in a body. First, the control problem is transformed into a state tracking problem. Second, an adaptive control method is proposed to track and stop the growth of cancer and maintain cancer and immune cells at an acceptable level. Different from the existing results in literature, the singularity problem in controller and the inaccuracy in control design have been overcome. From theoretical analysis, it is shown that the resulting closed-loop system is asymptotically stable and the tracking errors converge to the origin. Finally, simulation results illustrate not only the competitive relationship between immune system and tumor, but also the immune system has strong immunity to low level tumor volumes.;;;https://dl.acm.org/doi/10.1109/TCBB.2020.3036069;;;Systems AND Control
Poisoning attacks on cyber attack detectors for industrial control systems;;;['Moshe Kravchik', 'Battista Biggio', 'Asaf Shabtai'];;;March 2021;;;SAC '21: Proceedings of the 36th Annual ACM Symposium on Applied Computing;;;Recently, neural network (NN)-based methods, including autoencoders, have been proposed for the detection of cyber attacks targeting industrial control systems (ICSs). Such detectors are often retrained, using data collected during system operation, to cope with the natural evolution (i.e., concept drift) of the monitored signals. However, by exploiting this mechanism, an attacker can fake the signals provided by corrupted sensors at training time and poison the learning process of the detector such that cyber attacks go undetected at test time. With this research, we are the first to demonstrate such poisoning attacks on ICS cyber attack online NN detectors. We propose two distinct attack algorithms, namely, interpolation- and back-gradient based poisoning, and demonstrate their effectiveness on both synthetic and real-world ICS data. We also discuss and analyze some potential mitigation strategies.;;;https://dl.acm.org/doi/10.1145/3412841.3441892;;;Systems AND Control
Detection of Anomalous Values within TIA Project Data History for Industrial Control Systems;;;['Laura Hartmann', 'Steffen Wendzel'];;;November 2021;;;EICC '21: Proceedings of the 2021 European Interdisciplinary Cybersecurity Conference;;;Attacks on industrial control systems (ICS) have been intensively studied during the last decade. Malicious alternations of ICS can appear in several different ways, e.g. in changed network traffic patterns or in modified data stored on ICS components. While several heuristics and machine learning methods have been proposed to analyze different types of ICS data regarding anomalies, no work is known that uses the data of Totally Integrated Automation (TIA) Portal for anomaly detection. TIA Portal is a popular software system for organizing the ICS, with which configuration and programming data can be viewed, changed and deleted. By saving the single project datasets historically, old versions of the current system configurations can be restored.  In this initial work, we propose heuristics that detect anomalies in the TIA Portal data. In particular do we analyze the historical modifications within TIA Portal data by investigating long-term backups. Our approach covers both, changes to the data caused by infiltrated attacks as well as malicious changes made by employees who have direct access to the machines. We therefore started to examine real TIA Portal project data of an automotive manufacturer’s production line, covering a period of about three years of historical data, for various features that may indicate anomalies.;;;https://dl.acm.org/doi/10.1145/3487405.3487662;;;Systems AND Control
An Intermittent FxLMS Algorithm for Active Noise Control Systems With Saturation Nonlinearity;;;['Xing Tian', 'Jie Huang', 'Xuelei Feng', 'Yong Shen'];;;None;;;IEEE/ACM Transactions on Audio, Speech and Language Processing;;;In practical active noise control systems, saturation nonlinearity is one of the most common nonlinear effects, which can occur at the electronic circuits in the secondary path. Adaptive algorithms designed for linear systems, such as the filtered-x least mean square (FxLMS) algorithm, may diverge in nonlinear systems with a saturated secondary path and result in limited noise reduction performance. Various nonlinear algorithms with improved stability have been proposed; however, a trade-off between noise reduction performance and computational complexity exists when selecting a satisfactory algorithm. This paper therefore proposes a simple algorithm that can achieve significant noise reduction with low computational complexity. The proposed algorithm adopts the same update equation as the FxLMS algorithm, but uses an intermittent update strategy to avoid unnecessary fluctuations of the weight vector when the output of the control filter lies in the saturation region. Simulation results under different conditions demonstrate the effectiveness and advantages of the proposed algorithm.;;;https://dl.acm.org/doi/10.1109/TASLP.2022.3192725;;;Systems AND Control
Predefined-Time Tracking Control for Second-Order Leader-Following Multi-Agent Systems via Prescribed-Time Observers and Sliding Mode Control Strategy;;;['Zhiwen Chen', 'Yuanhong Ren', 'Yong Ji'];;;October 2021;;;EITCE '21: Proceedings of the 2021 5th International Conference on Electronic Information Technology and Computer Engineering;;;Predefined-time tracking problem for second-order nonlinear Multi-Agent Systems (MASs) under undirected graph is investigated in this paper. Firstly, by designing a group of observers, each follower can obtain the position and velocity tracking errors between it and the leader within any specified time. Secondly, an observer-based sliding surface is designed, so that the system trajectories will reach the sliding manifold within another specified time. Finally, by combining the proposed observer and sliding surface, we propose a distributed controller which can guarantee the predefined-time leader-following consensus. In order to verify the proposed solution, a simulation is executed and followed by some analysis of its results.;;;https://dl.acm.org/doi/10.1145/3501409.3501466;;;Systems AND Control
Actor-Critic Neural Network Based Finite-time Control for Uncertain Robotic Systems;;;['Changyi Lei'];;;May 2021;;;ICISDM '21: Proceedings of the 2021 5th International Conference on Information System and Data Mining;;;This paper investigates reinforcement learning (RL) based finite-time control (FTC) of uncertain robotic systems. The proposed methodology consists of a terminal sliding mode based finite-time controller and an Actor-Critic (AC)-based RL loop that adjusts the output of the neural network. The terminal sliding mode controller is designed to ensure calculable settling time, as compared to conventional asymptotic stability. The AC-based RL loop uses recursive least square technique to update the critic network and policy gradient algorithm to estimate the parameters of actor network. We show that the AC is beneficial to improve robustness of terminal sliding mode controller both in approaching stage and near equilibrium. The performance of proposed controller is compared to that with only terminal sliding mode controller. The simulation results show that proposed controller outperforms pure terminal sliding mode controller, and that AC is a successful supplement to FTC.;;;https://dl.acm.org/doi/10.1145/3471287.3471288;;;Systems AND Control
A Secure and Efficient Access Control Scheme Based on PUF for Health Information Systems;;;['Tian-Fu Lee', 'Yu-Hsiang Wang', 'Wei-Jie Huang', 'Chun-Wei Hsu', 'Tsung-Hung Lin'];;;May 2021;;;ICMHI '21: Proceedings of the 5th International Conference on Medical and Health Informatics;;;Lightweight computing technology is the trend of future information technology. Related research technologies are applied to electronic health records and electronic medical records, and only consider the mutual authentication of users and the confidentiality of data transmission. In addition, most researches still rely on time-consuming modular exponential calculations, elliptic-curve based signatures and encryption algorithms. However, few studies can fully consider the development of lightweight access control mechanisms for health care information database systems. Physically Unclonable Functions (PUF) devices are based on unique physical changes that occur naturally in the semiconductor manufacturing process, resulting in unique identification and unpredictability. They are used in authentication and encryption mechanisms and have significant improvements in performance. This investigation discusses and analyses on the privacy protection, authorization and access control characteristics of the health care information database, and develops a secure and efficient access control scheme by using PUF technology for health information systems. The proposed access control scheme not only improves the privacy and security of patient medical records, but also makes the entire medical process more efficient.;;;https://dl.acm.org/doi/10.1145/3472813.3473188;;;Systems AND Control
Requirements and Challenges for Digital Forensic Readiness in Industrial Automation and Control Systems;;;['Richard Thron', 'Herbert Dirnberger', 'Simon Tjoa', 'Gerald Quirchmayr'];;;January 2022;;;IEIM 2022: 2022 The 3rd International Conference on Industrial Engineering and Industrial Management;;;Industrial automation and control systems (IACS) are vital components in various industries. Incidents in the past, highlighted the magnitude of impacts arising from attacks, such as disruptions of power supply or in manufacturing plants. In order to adequately react on incidents and analyze deliberate attacks on IACS, it is indispensable to have appropriate forensics capabilities in this area. Based on an analysis of existing approaches and recent research results, this paper provides an overview of significant challenges that need to be overcome as prerequisites for building effective and efficient forensic capabilities for IACS. The classification and typology of Digital Forensic Readiness (DFR) in IACS requirements presented in this paper, pave the way to better integrate forensic capabilities into future IACS systems. As smart manufacturing is now a focus of designing and implementing the next generation of IACS systems, a unique opportunity arises for introducing forensic capabilities at the system design level without having to re-engineer whole infrastructures. At the same time the much higher dependence on IT infrastructures and the resulting temptation for criminals are creating an environment in which such forensic capabilities become indispensable. This paper can therefore be considered as an initial step, laying the foundations for the development of a generic forensic analysis model in smart manufacturing environments.;;;https://dl.acm.org/doi/10.1145/3524338.3524374;;;Systems AND Control
A Robust Control Scheme for Time Delay Switch Attacks;;;['Luka Malashkhia', 'Laura P. Swiler', 'Ali Pinar', 'Yan Wang'];;;November 2021;;;AMSec '21: Proceedings of the 2021 Workshop on Additive Manufacturing (3D Printing) Security;;;Modern manufacturing systems are increasingly vulnerable to cyber-attacks with a high level of automation and connectivity. Given that sensors are widely dependent upon to control manufacturing processes, the sensor-controller loop becomes an easy target for attacks. In this paper, a novel robust control framework is developed for systems subject to time delay switch (TDS) attacks, where data transmission from sensors to controllers are maliciously delayed. The attackers intend to make controllers use noncurrent information about the system states in order to destabilize and sabotage the system. Particularly, to increase the effectiveness of delay detection and prediction as well as error bound estimation for control, a new state space model based on diffeomorphism is formulated. A Markov chain model is developed to represent the TDS attacks. The uncertainty of system states is quantified and the upper bounds of delays are estimated. With the estimated bounds, a sliding integral mode control is developed to adjust the system to converge to the sliding manifold. The new framework is demonstrated with a 3D printer thermal control example.;;;https://dl.acm.org/doi/10.1145/3462223.3485621;;;Systems AND Control
Linear active disturbance rejection control for load frequency control with wind power and energy storage;;;['Feng Qin', 'Yifan Chen', 'Gonggui Chen'];;;October 2021;;;EITCE '21: Proceedings of the 2021 5th International Conference on Electronic Information Technology and Computer Engineering;;;In this paper, linear active disturbance rejection control (LADRC) is adopted and designed for load frequency control (LFC). The biogeography-based optimization (BBO) algorithm is used to optimize parameters of LADRC, and the performance of BBO is improved by introducing the strategy of guidance and update. A two-area multi-source system with wind power and energy storage are designed, and the proposed LADRC optimized by improved biogeography-based optimization (IBBO) algorithm is tested in the designed system, and those system responses show that under the control of IBBO LADRC, controlled system has good dynamic performance and robustness. Those studies in this article show that the proposed method has excellent control performance and it is effective in solving the LFC problem.;;;https://dl.acm.org/doi/10.1145/3501409.3501667;;;Systems AND Control
A Comparative Analysis Between Information Flow Control Tools for Java-written systems;;;['Gabrielle Porto', 'Rodrigo Andrade', 'Felipe Ebert'];;;September 2021;;;SBCARS '21: Proceedings of the 15th Brazilian Symposium on Software Components, Architectures, and Reuse;;;Information Flow Control (IFC) tools are a common way to analyze source code with the goal to find confidentiality or integrity violations for sensitive information. Therefore, to correctly protect such information (e.g., passwords), it is important to choose the most suitable tool for each target software system. In this context, we evaluate precision, recall, and accuracy for three open-source IFC tools for Java-written systems. We also check whether these tools are useful to protect sensitive information of real systems. First, we execute these tools against test cases of the SecuriBench Micro benchmark built for this purpose. Then, we run three selected IFC tools (JOANA, PIDGIN, and Flowdroid) to assess whether they are able to detect violations for rules we define considering each real system. Our results show that JOANA and PIDGIN overcome FlowDroid regarding precision, recall, and accuracy. Furthermore, the execution of JOANA and PIDGIN allow us to find eight confidentiality and integrity violations for the target systems. We registered these violations as issues on those projects. Our results also demonstrate that JOANA is faster than PIDGIN. At last, we provide some discussion for developers on which IFC tool fits better when dealing with sensitive information in software systems.;;;https://dl.acm.org/doi/10.1145/3483899.3483901;;;Systems AND Control
Research on Water Source Heat Pump Control System Based on Neural Network;;;['Yan Zhang', 'Yanxin Wan', 'Guoyuan Zhang', 'Xiangjun Li'];;;October 2021;;;ICITEE '21: Proceedings of the 4th International Conference on Information Technologies and Electrical Engineering;;;In this paper, based on the BP neural network predictive control algorithm design ideas, first of all, we use the model of BP neural network predictor to forecast model building, all controlled object model is established, and then can use has built prediction model for forecasting, collecting and sorting the current system of a certain amount of input and output, Finally, a control scheme based on BP neural network can be made for the comparison of model data to verify the accuracy and reliability of the model, laying a foundation for the practical application of the water source heat pump system in the future.;;;https://dl.acm.org/doi/10.1145/3513142.3513173;;;Systems AND Control
On the Joint Control of Multiple Building Systems with Reinforcement Learning;;;['Tianyu Zhang', 'Gaby Baasch', 'Omid Ardakanian', 'Ralph Evins'];;;June 2021;;;e-Energy '21: Proceedings of the Twelfth ACM International Conference on Future Energy Systems;;;Commercial buildings are comprised of multiple mechanical and electrical systems that work in tandem to provide a healthy, safe, and comfortable environment for occupants. These systems have complex interactions with each other, and consume a large amount of energy. In this paper, we apply three model-free deep reinforcement learning algorithms to jointly control HVAC and blind systems in a multi-zone test building, in scenarios with and without automatic dimming of the lights in response to daylight levels. The control agents are trained through interactions with a building simulator that generates traces for the movement of occupants. We investigate the three-way trade-off between energy use, thermal comfort, and visual comfort, and discuss how the joint control of the building systems could provide a better trade-off compared to when they are controlled separately. We compare the performance of the proposed control algorithms assuming the availability of occupancy data with two spatial resolutions, and confirm through experiments that a better trade-off can be achieved should zone-level occupancy information become available. Incorporating zone-level occupancy information, we show that 11.0% and 31.8% more energy can be saved respectively in heating and cooling seasons over existing rule-based baselines that control the same building systems.;;;https://dl.acm.org/doi/10.1145/3447555.3464855;;;Systems AND Control
A software architecture to control service-oriented manufacturing systems;;;['Sebastiano Gaiardelli', 'Stefano Spellini', 'Marco Panato', 'Michele Lora', 'Franco Fummi'];;;March 2022;;;DATE '22: Proceedings of the 2022 Conference &amp; Exhibition on Design, Automation &amp; Test in Europe;;;This paper presents a software architecture extending the classical automation pyramid to control and reconfigure flexible, service-oriented manufacturing systems. At the Planning level, the architecture requires a Manufacturing Execution System (MES) consistent with the International Society of Automation (ISA) standard. Then, the Supervisory level is automated by introducing a novel component, called Automation Manager. The new component interacts upward with the MES, and downward with a set of servers providing access to the manufacturing machines. The communication with machines relies on the OPC Unified Architecture (OPC UA) standard protocol, which allows exposing production tasks as "services". The proposed software architecture has been prototyped to control a real production line, originally controlled by a commercial MES, unable to fully exploit the flexibility provided by the case study manufacturing system. Meanwhile, the proposed architecture is fully exploiting the production line's flexibility.;;;https://dl.acm.org/doi/10.5555/3539845.3539856;;;Systems AND Control
Extracting Concise Bug-Fixing Patches from Human-Written Patches in Version Control Systems;;;['Yanjie Jiang', 'Hui Liu', 'Nan Niu', 'Lu Zhang', 'Yamin Hu'];;;May 2021;;;ICSE '21: Proceedings of the 43rd International Conference on Software Engineering;;;High-quality and large-scale repositories of real bugs and their concise patches collected from real-world applications are critical for research in the software engineering community. In such a repository, each real bug is explicitly associated with its fix. Therefore, on one side, the real bugs and their fixes may inspire novel approaches for finding, locating, and repairing software bugs; on the other side, the real bugs and their fixes are indispensable for rigorous and meaningful evaluation of approaches for software testing, fault localization, and program repair. To this end, a number of such repositories, e.g., Defects4J, have been proposed. However, such repositories are rather small because their construction involves expensive human intervention. Although bug-fixing code commits as well as associated test cases could be retrieved from version control systems automatically, existing approaches could not yet automatically extract concise bug-fixing patches from bug-fixing commits because such commits often involve bug-irrelevant changes. In this paper, we propose an automatic approach, called BugBuilder, to extracting complete and concise bug-fixing patches from human-written patches in version control systems. It excludes refactorings by detecting refactorings involved in bug-fixing commits, and reapplying detected refactorings on the faulty version. It enumerates all subsets of the remaining part and validates them on test cases. If none of the subsets has the potential to be a complete bug-fixing patch, the remaining part as a whole is taken as a complete and concise bug-fixing patch. Evaluation results on 809 real bug-fixing commits in Defects4J suggest that BugBuilder successfully generated complete and concise bug-fixing patches for forty percent of the bug-fixing commits, and its precision (99%) was even higher than human experts.;;;https://dl.acm.org/doi/10.1109/ICSE43902.2021.00069;;;Systems AND Control
