title;;;authors;;;date;;;source;;;abstract;;;link;;;category
Exploring the role of creativity in software engineering;;;['Wouter Groeneveld', 'Laurens Luyten', 'Joost Vennekens', 'Kris Aerts'];;;May 2021;;;ICSE-SEIS '21: Proceedings of the 43rd International Conference on Software Engineering: Software Engineering in Society;;;In order to solve today's complex problems in the world of software development, technical knowledge is no longer enough. Previous studies investigating and identifying nontechnical skills of software engineers show that creative skills also play an important role in tackling difficult problems. However, creativity is typically a very vague concept to which everyone gives their own interpretation. Also, there is little research that focuses specifically on creativity in the field of software engineering. To better understand the role of creativity in this field, we conducted four focus groups, inviting 33 experts from four nationally and internationally renowned companies in total. This resulted in 399 minutes of transcripts, further coded into 39 sub-themes grouped into seven categories: technical knowledge, communication, constraints, critical thinking, curiosity, creative state of mind, and creative techniques. This study identifies the added value of creativity, which creative techniques are used, how creativity can be recognized, the reasons for being creative, and what environment is needed to facilitate creative work. Our ultimate goal is to use these findings to instill and further encourage the creative urge among undergraduate students in higher education.;;;https://dl.acm.org/doi/10.1109/ICSE-SEIS52602.2021.00009;;;Software AND Engineering
Software engineering meets deep learning: a mapping study;;;['Fabio Ferreira', 'Luciana Lourdes Silva', 'Marco Tulio Valente'];;;March 2021;;;SAC '21: Proceedings of the 36th Annual ACM Symposium on Applied Computing;;;Deep Learning (DL) is being used nowadays in many traditional Software Engineering (SE) problems and tasks. However, since the renaissance of DL techniques is still very recent, we lack works that summarize and condense the most recent and relevant research conducted at the intersection of DL and SE. Therefore, in this paper, we describe the first results of a mapping study covering 81 papers about DL & SE. Our results confirm that DL is gaining momentum among SE researchers over the years and that the top-3 research problems tackled by the analyzed papers are documentation, defect prediction, and testing.;;;https://dl.acm.org/doi/10.1145/3412841.3442029;;;Software AND Engineering
Application of Reverse Engineering in Software Engineering Teaching: Combining case teaching with task driven Teaching;;;['Huaming Liu', 'Xuehui Bi', 'Xiuyou Wang', 'Huaimin Li', 'Ying Yang', 'Zhengyan Liu', 'Kunzhe Liu'];;;May 2021;;;ICDEL '21: Proceedings of the 2021 6th International Conference on Distance Education and Learning;;;In the teaching of software engineering for computer related majors, there is a gap between high-level logic design and implementation, which leads to the students' unreasonable software design, and the implementation code does not follow the design scheme. Therefore, it is necessary to carry out heuristic teaching for students, starting from the programming students are most familiar with, gradually transition to software design, using reverse thinking teaching mode, so that students can master the transformation relationship between design and implementation. In the implementation of case teaching, it is necessary to restore high-level design or demand analysis through code, realize the conversion from code to document, and effectively improve the theoretical level of students; in terms of practical skills, implement task driven teaching, deepen the understanding of cases and knowledge transfer, and exercise the practical ability of students. Through the performance analysis of 2015 and 2016 students, the reverse engineering case teaching and task driven practice can significantly improve students' practical ability, stimulate students' enthusiasm for software development, and highlight students' software development ability in computer skills competition, college students' innovation training project and graduation design.;;;https://dl.acm.org/doi/10.1145/3474995.3475038;;;Software AND Engineering
Software techniques for engineering cyber-physical systems;;;['Kostas Kontogiannis', 'Daniel Amyot', 'John Mylopoulos'];;;November 2021;;;CASCON '21: Proceedings of the 31st Annual International Conference on Computer Science and Software Engineering;;;Cyber-Physical Systems (CPSs) refer to systems comprising software components, physical components, and social entities which monitor, control, and coordinate processes within a physical environment. CPSs apply to a wide range of mission-critical applications that span from the intelligent management of logistics in complex supply chains, advanced manufacturing systems, and smart contracts, all the way to autonomous systems, and systems that support the smart interactions between humans and machines (M2H), or between machines (M2M). In this respect, the engineering of CPSs goes beyond existing Software Engineering concepts, tools, and techniques because of the very nature of CPSs that spans three realms (cyber, physical, social) and therefore needs to address requirements that span these realms. During the workshop, the participants discussed and debated techniques and directions in six main thematic areas on engineering Cyber-Physical Systems. These thematic areas deal with specification and modeling, DevOps processes for CPSs, data management and analytics, infrastructure and event handling, run-time adaptivity, and finally security, trust, and traceability.;;;https://dl.acm.org/doi/10.5555/3507788.3507844;;;Software AND Engineering
Sustainable Capacity Building in Software Engineering Research in Africa: The Example of the BRIGHT Project;;;['Engineer Bainomugisha', 'Regina Hebig', 'Michel Chaudron'];;;July 2020;;;ACM SIGSOFT Software Engineering Notes;;;The software industry is a key engine of economic growth in Africa, which calls for sustainable and innovative approaches to build capacities in software engineering research and education for the continent. This paper presents the BRIGHT project as an example for a collaboration that aims to build such capacity. The collaboration includes institutions in Sweden and Uganda. The goal of the collaboration is to train faculty in software en- gineering and to build a supporting research environment, which includes the creation of networks with the software engineering community at a global scale as well as connecting academia and the local software industry. So far, the project has resulted in 50 publications, a software engineering research centre, software engineering summer schools, and conferences.;;;https://dl.acm.org/doi/10.1145/3402127.3402135;;;Software AND Engineering
Exponential competence of computer science and software engineering undergraduate students;;;['Orit Hazzan'];;;May 2021;;;ICSE-JSEET '21: Proceedings of the 43rd International Conference on Software Engineering: Joint Track on Software Engineering Education and Training;;;We live in exceptional times in which the entire world is witnessing the exponential spread of a pandemic, which requires to adopt new habits of mind and behaviors. In this paper, I introduce the term exponential competence, which encompasses these cognitive and social skills, and describe a course for computer science and software engineering students in which emphasis is placed on exponential competence. I argue that exponential competence is especially important for computer science and software engineering students, since many of them will, most likely, be required to deal with exponential phenomena in their future professional development.;;;https://dl.acm.org/doi/10.1109/ICSE-SEET52601.2021.00020;;;Software AND Engineering
Using Real Worked Examples to Aid Software Engineering Teaching;;;['Simone Tonhão', 'Thelma Colanzi', 'Igor Steinmacher'];;;September 2021;;;SBES '21: Proceedings of the XXXV Brazilian Symposium on Software Engineering;;;Worked examples are instructional devices composed of the description of a problem, steps to solve the problem, and the final result. There is evidence that the use of the worked examples improves the learning process by reducing the learning time, reducing the cognitive load, and facilitating the construction of cognitive schemes. In addition, students who learn from worked examples tend to solve similar problems more quickly and easily. Worked examples are adopted in several areas of knowledge but are not well-explored in Software Engineering (SE) teaching. Thus, the goal of this work was to explore the use of worked examples in SE courses. To do so, we conducted an exploratory study split into two stages. In the first stage, we administered a survey with SE instructors to investigate the use of common examples, worked examples, and the difficulties find this type of material. In the second stage, we applied worked examples in the classroom and collected feedback from students. The second stage was carried out remotely due to the conditions imposed by COVID-19. The results showed that instructors are employing examples in their courses; some of them use worked examples, even when they do not know the definition. In addition, the feedback from the students was positive, which may encourage the use of worked examples in SE teaching.;;;https://dl.acm.org/doi/10.1145/3474624.3476970;;;Software AND Engineering
Applying Bayesian Analysis Guidelines to Empirical Software Engineering Data: The Case of Programming Languages and Code Quality;;;['Carlo A. Furia', 'Richard Torkar', 'Robert Feldt'];;;None;;;ACM Transactions on Software Engineering and Methodology;;;Statistical analysis is the tool of choice to turn data into information and then information into empirical knowledge. However, the process that goes from data to knowledge is long, uncertain, and riddled with pitfalls. To be valid, it should be supported by detailed, rigorous guidelines that help ferret out issues with the data or model and lead to qualified results that strike a reasonable balance between generality and practical relevance. Such guidelines are being developed by statisticians to support the latest techniques for Bayesian data analysis. In this article, we frame these guidelines in a way that is apt to empirical research in software engineering.To demonstrate the guidelines in practice, we apply them to reanalyze a GitHub dataset about code quality in different programming languages. The dataset’s original analysis [Ray et al. 55] and a critical reanalysis [Berger et al. 6] have attracted considerable attention—in no small part because they target a topic (the impact of different programming languages) on which strong opinions abound. The goals of our reanalysis are largely orthogonal to this previous work, as we are concerned with demonstrating, on data in an interesting domain, how to build a principled Bayesian data analysis and to showcase its benefits. In the process, we will also shed light on some critical aspects of the analyzed data and of the relationship between programming languages and code quality—such as the impact of project-specific characteristics other than the used programming language.The high-level conclusions of our exercise will be that Bayesian statistical techniques can be applied to analyze software engineering data in a way that is principled, flexible, and leads to convincing results that inform the state-of-the-art while highlighting the boundaries of its validity. The guidelines can support building solid statistical analyses and connecting their results. Thus, they can help buttress continued progress in empirical software engineering research.;;;https://dl.acm.org/doi/10.1145/3490953;;;Software AND Engineering
Towards modal software engineering;;;['Ramy Shahin'];;;May 2021;;;ICSE-NIER '21: Proceedings of the 43rd International Conference on Software Engineering: New Ideas and Emerging Results;;;In this paper we introduce the notion of Modal Software Engineering: automatically turning sequential, deterministic programs into semantically equivalent programs efficiently operating on inputs coming from multiple overlapping worlds. We are drawing an analogy between modal logics, and software application domains where multiple sets of inputs (multiple worlds) need to be processed efficiently. Typically those sets highly overlap, so processing them independently would involve a lot of redundancy, resulting in lower performance, and in many cases intractability. Three application domains are presented: reasoning about feature-based variability of Software Product Lines (SPLs), probabilistic programming, and approximate programming.;;;https://dl.acm.org/doi/10.1109/ICSE-NIER52604.2021.00026;;;Software AND Engineering
Software Engineering for Smart Cyber-Physical Systems (SEsCPS 2018) - Workshop Report;;;['Tomas Bures', 'Danny Weyns', 'Bradley Schmerl', 'John Fitzgerald', 'Adina Aniculaesei', 'Christian Berger', 'João Cambeiro', 'Jan Carlson', 'Shafiul Azam Chowdhury', 'Marian Daun', 'Nianyu Li', 'Matthias Markthaler', 'Claudio Menghi', 'Birgit Penzenstadler', 'Aedan Pettit', 'Robert Pettit', 'Luca Sabatucci', 'Christos Tranoris', 'Hans Vangheluwe', 'Sebastian Voss', 'Edith Zavala'];;;October 2019;;;ACM SIGSOFT Software Engineering Notes;;;Smart Cyber-Physical Systems (sCPS) are a novel kind of Cyber- Physical System engineered to take advantage of large-scale cooperation between devices, users and environment to achieve added value in the face of uncertainty and changing environments. Examples of sCPS include modern traffic systems, Industry 4.0 systems, systems for smart buildings, and smart energy grids. The uniting aspect of all these systems is that to achieve their high level of intelligence, adaptivity and ability to optimize and learn, they rely heavily on software. This makes them software-intensive systems, where software becomes their most complex part. Engineering sCPS thus becomes a recognized software engineering discipline, which, due to specifics of sCPS, can only partially rely on the existing body of knowledge in software engineering. In fact, it turns out that many of the traditional approaches to architecture modeling and software development fall short in their ability to cope with the high dynamicity and uncertainty of sCPS. This calls for innovative approaches that jointly reflect and address the specifics of such systems. This paper maps the discussions and results of the Fourth International Workshop on Software Engineering for Smart Cyber-Physical Systems (SEsCPS 2018), which focuses on challenges and promising solutions in the area of software engineering for sCPS.;;;https://dl.acm.org/doi/10.1145/3364452.3364465;;;Software AND Engineering
Gamifying Flipped Classes: An Experience Report in Software Engineering Remote Teaching;;;['Mayara Olivindo', 'Necio Veras', 'Windson Viana', 'Mariela Cortés', 'Lincoln Rocha'];;;September 2021;;;SBES '21: Proceedings of the XXXV Brazilian Symposium on Software Engineering;;;Context. In the COVID-19 pandemic, higher education was one of the most affected in adapting the teaching-learning process to comply with social distance measures. In this context, this research reports how we combined two active methodologies in Software Engineering Emergency Remote Teaching. Objective. Therefore, this study aims to report the experiences obtained from the application of gamified study guides in Software Engineering (SE) between November 2020 and April 2021. Method. We combined flipped classroom, an active methodology already known by them, with Gamification to improve students’ acceptance and engagement. We created six gamified study guides for the SE flipped classes. 51 students participated in the classes, 12 students from the Computer Technician course and 39 students from the Computer Science Bachelor course. Each study guide had a group of checkpoints to organize the content in levels. Results. At the end of the application, we observed 83.6% of the participating students maintained their engagement. According to self-declaration, 85% felt motivated by the approach adopted, with 75.9% considering that the class format presented enhanced their learning. We also observed a positive impact on learning gain in an average of 18.3% in their grades. Final Considerations. We concluded that using Gamification and Flipped Classroom has positive impacts on learning and acceptance, although the COVID-19 pandemic and the ERT negatively affect students’ motivation.;;;https://dl.acm.org/doi/10.1145/3474624.3476971;;;Software AND Engineering
Software Engineering in Australasia;;;['Sherlock A. Licorish', 'Christoph Treude', 'John Grundy', 'Kelly Blincoe', 'Stephen MacDonell', 'Chakkrit Tantithamthavorn', 'Li Li', 'Jean-Guy Schneider'];;;April 2021;;;ACM SIGSOFT Software Engineering Notes;;;Six months ago an important call was made for researchers globally to provide insights into the way Software Engineering is done in their region. Heeding this call, we hereby outline the position Software Engineering in Australasia (New Zealand and Australia). This article first considers the software development methods, practices and tools that are popular in the Australasian software engineering community. We then briefly review the particular strengths of software engineering researchers in Australasia. Finally, we make an open call for collaborators by reflecting on our current position and identifying future opportunities.;;;https://dl.acm.org/doi/10.1145/3448992.3448995;;;Software AND Engineering
Teaching Testing with Modern Technology Stacks in Undergraduate Software Engineering Courses;;;['Scott P. Chow', 'Tanay Komarlu', 'Phillip T. Conrad'];;;June 2021;;;ITiCSE '21: Proceedings of the 26th ACM Conference on Innovation and Technology in Computer Science Education V. 1;;;Students' experience with software testing in undergraduate computing courses is often relatively shallow, as compared to the importance of the topic. This experience report describes introducing industrial-strength testing into CMPSC 156, an upper division course in software engineering at UC Santa Barbara. We describe our efforts to modify our software engineering course to introduce rigorous test-coverage requirements into full-stack web development projects, requirements similar to those the authors had experienced in a professional software development setting. We present student feedback on the course and coverage metrics for the projects. We reflect on what about these changes worked (or didn't), and provide suggestions for other instructors that would like to give their students a deeper experience with software testing in their software engineering courses.;;;https://dl.acm.org/doi/10.1145/3430665.3456352;;;Software AND Engineering
Towards a Methodology for Participant Selection in Software Engineering Experiments: A Vision of the Future;;;['Valentina Lenarduzzi', 'Oscar Dieste', 'Davide Fucci', 'Sira Vegas'];;;October 2021;;;ESEM '21: Proceedings of the 15th ACM / IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM);;;Background. Software Engineering (SE) researchers extensively perform experiments with human subjects. Well-defined samples are required to ensure external validity. Samples are selected purposely or by convenience, limiting the generalizability of results. Objective. We aim to depict the current status of participants selection in empirical SE, identifying the main threats and how they are mitigated. We draft a robust approach to participants' selection. Method. We reviewed existing participants' selection guidelines in SE, and performed a preliminary literature review to find out how participants' selection is conducted in SE in practice. Results. We outline a new selection methodology, by 1) defining the characteristics of the desired population, 2) locating possible sources of sampling available for researchers, and 3) identifying and reducing the "distance" between the selected sample and its corresponding population. Conclusion. We propose a roadmap to develop and empirically validate the selection methodology.;;;https://dl.acm.org/doi/10.1145/3475716.3484273;;;Software AND Engineering
The diversity of gamification evaluation in the software engineering education and industry: trends, comparisons and gaps;;;['Rodrigo Henrique Barbosa Monteiro', 'Maurício Ronny de Almeida Souza', 'Sandro Ronaldo Bezerra Oliveira', 'Carlos dos Santos Portela', 'Cesar Elias de Cristo Lobato'];;;May 2021;;;ICSE-JSEET '21: Proceedings of the 43rd International Conference on Software Engineering: Joint Track on Software Engineering Education and Training;;;Context: gamification has been used to motivate and engage participants in software engineering education and practice activities. Problem: There is a significant demand for empirical studies for the understanding of the impacts and efficacy of gamification. However, the lack of standard procedures and models for the evaluation of gamification is a challenge for the design, comparison, and report of results related to the assessment of gamification approaches and its effects. Goal: The goal of this study is to identify models and strategies for the evaluation of gamification reported in the literature. Method: To achieve this goal, we conducted a systematic mapping study to investigate strategies for the evaluation of gamification in the context of software engineering. We selected 100 primary studies on gamification in software engineering (from 2011 to 2020). We categorized the studies regarding the presence of evaluation procedures or models for the evaluation of gamification, the purpose of the evaluation, the criteria used, the type of data, instruments, and procedures for data analysis. Results: Our results show that 64 studies report procedures for the evaluation of gamification. However, only three studies actually propose evaluation models for gamification. We observed that the evaluation of gamification focuses on two aspects: the evaluation of the gamification strategy itself, related to the user experience and perceptions; and the evaluation of the outcomes and effects of gamification on its users and context. The most recurring criteria for the evaluation are "engagement", "performance", "satisfaction", and "motivation". Finally, the evaluation of gamification requires a mix of subjective and objective inputs, and qualitative and quantitative data analysis approaches. Depending of the focus of the evaluation (the strategy or the outcomes), there is a predominance of a type of data and analysis.;;;https://dl.acm.org/doi/10.1109/ICSE-SEET52601.2021.00025;;;Software AND Engineering
Towards Improving Experimentation in Software Engineering;;;['Edson OliveiraJr', 'Viviane Furtado', 'Henrique Vignando', 'Carlos Luz', 'André Cordeiro', 'Igor Steinmacher', 'Avelino Zorzo'];;;September 2021;;;SBES '21: Proceedings of the XXXV Brazilian Symposium on Software Engineering;;;[Background:] Experimentation in Software Engineering plays a central role on sharing and verifying scientific findings. As experiments have increased significantly in Software Engineering area, we observe that most of them fail to provide a way to be repeated, replicated or reproduced, thus jeopardizing or delaying the evolution of the Software Engineering area. [Aims:] In this vision paper, we present and discuss techniques and infrastructure to continuously improve experiments towards repeatability, replicability, and reproducibility. [Method:] We define these techniques and infrastructure based on experiences of our research groups and existing literature. Furthermore, we follow Open Science principles. [Results:] We provide incipient results and foresee a central infrastructure composed of two repositories and two recommendation systems to support techniques for: reporting experiments; developing ontologies for experiments and open educational resources; mining and recommending experiments; specifying data management plans, identifying families of experiments; and teaching and learning experimentation. [Conclusions:] Our techniques and infrastructure will prospectively motivate and benefit Software Engineering evolution by improving the conduction and further reproducibility of experiments.;;;https://dl.acm.org/doi/10.1145/3474624.3477073;;;Software AND Engineering
A Systematic Literature Review on the Use of Deep Learning in Software Engineering Research;;;['Cody Watson', 'Nathan Cooper', 'David Nader Palacio', 'Kevin Moran', 'Denys Poshyvanyk'];;;None;;;ACM Transactions on Software Engineering and Methodology;;;An increasingly popular set of techniques adopted by software engineering (SE) researchers to automate development tasks are those rooted in the concept of Deep Learning (DL). The popularity of such techniques largely stems from their automated feature engineering capabilities, which aid in modeling software artifacts. However, due to the rapid pace at which DL techniques have been adopted, it is difficult to distill the current successes, failures, and opportunities of the current research landscape. In an effort to bring clarity to this cross-cutting area of work, from its modern inception to the present, this article presents a systematic literature review of research at the intersection of SE & DL. The review canvasses work appearing in the most prominent SE and DL conferences and journals and spans 128 papers across 23 unique SE tasks. We center our analysis around the components of learning, a set of principles that governs the application of machine learning techniques (ML) to a given problem domain, discussing several aspects of the surveyed work at a granular level. The end result of our analysis is a research roadmap that both delineates the foundations of DL techniques applied to SE research and highlights likely areas of fertile exploration for the future.;;;https://dl.acm.org/doi/10.1145/3485275;;;Software AND Engineering
Identifying Struggling Teams in Software Engineering Courses Through Weekly Surveys;;;['Kai Presler-Marshall', 'Sarah Heckman', 'Kathryn T. Stolee'];;;February 2022;;;SIGCSE 2022: Proceedings of the 53rd ACM Technical Symposium on Computer Science Education - Volume 1;;;Teaming is increasingly a core aspect of professional software engineering and most undergraduate computer science curricula. At NC State University, we teach communication and project-management skills explicitly through a junior-level software engineering course. However, some students may have a dysfunctional team experience that imperils their ability to learn these skills. Identifying these teams during a team project is important so the teaching staff can intervene early and hopefully alleviate the issues.  We propose a weekly reflection survey to help the course teaching staff proactively identify teams that may not be on track to learn the course outcomes. The questions on the survey focus on team communication and collaboration over the previous week. We evaluate our survey on two semesters of the undergraduate software engineering course by comparing teams with poor end-of-project grades or peer evaluations against teams flagged on a weekly basis through the surveys. We find that the survey can identify most teams that later struggled on the project, typically by the half-way mark of the project, and thus may provide instructors with an actionable early-warning about struggling teams. Furthermore, a majority of students (64.4%) found the survey to be a helpful tool for keeping their team on track. Finally, we discuss future work for improving the survey and engaging with student teams.;;;https://dl.acm.org/doi/10.1145/3478431.3499367;;;Software AND Engineering
